hostname,pop,area,kota,kecamatan,kelurahan,up3,ulp,asal_olt,jenis_olt,brand_olt,type,kapasitas,port_idle,homepass,home_connected,utilitas,instalation_olt,jumlah_port_olt,nms_olt,l3_switch,status_olt,aging,kategori_cluster,kategori_aging,kategori_tur,idle_hp,jumlah_port_terpakai,koordinat
JABAR-MIKROPOP.PASIRJAMBU.7879-HW.MA5801-OLT-01,TK 4_RJBB_Bandung_Pasirjambu_7879,BANDUNG,KAB. BANDUNG,KEC. PASIRJAMBU,TENJOLAYA,UP3 MAJALAYA,ULP SOREANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,74,14.45%,19 Jun 2023,16,,,ON AIR,199,EXISTING CLUSTER,6-12 BULAN,TUR <50%,438,16,"-7.1128320, 107.4692720"
JABAR-MINIPOP.CJR.HAURWANGI.2020-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Haurwangi_2020,BANDUNG,KAB. CIANJUR,KEC. HAURWANGI,CIHEA,UP3 CIANJUR,ULP MANDE,TK 4,INDOOR,HUAWEI,MINI,512,0,512,26,5.08%,18 Jul 2023,16,,,ON AIR,170,EXISTING CLUSTER,3-6 BULAN,TUR <50%,486,16,"-6.8591709, 107.3159103"
JABAR-ODC.BDG.CIPATAT.6526-HW.MA5801-OLT-01,TK 4_RJBB_Bandung Barat_Cipatat_6526,BANDUNG,KAB. BANDUNG BARAT,KEC. CIPATAT,MANDALAWANGI,UP3 CIMAHI,ULP RAJAMANDALA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,62,12.11%,19 Jun 2023,16,,,ON AIR,199,EXISTING CLUSTER,6-12 BULAN,TUR <50%,450,16,"-6.8335260, 107.3300150"
JABAR-BOX.GRT.TAROGONGKALER-HW.MA5801-OLT-01,CB3_RJBB_Garut_Tarogong_Kaler,TASIKMALAYA,KAB. GARUT,KEC. TAROGONG KALER,JAYARAGA,UP3 GARUT,ULP GARUT KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,520,68,13.08%,4 Apr 2023,16,,,ON AIR,275,EXISTING CLUSTER,6-12 BULAN,TUR <50%,452,16,"-7.1900005, 107.9024323"
JABAR-ODC.KRW.CILAMAYAWETAN.493-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Cilamaya Wetan_493,BANDUNG,KAB. KARAWANG,KEC. CILAMAYA WETAN,RAWAGEMPOL KULON,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,9,1.76%,4 Aug 2023,16,,,ON AIR,153,EXISTING CLUSTER,3-6 BULAN,TUR <50%,503,16,"-6.2250800, 107.5659290"
JABAR-ODC.KRW.CILAMAYAWETAN.493A-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Cilamaya Wetan_493A,BANDUNG,KAB. KARAWANG,KEC. CILAMAYA WETAN,RAWAGEMPOL KULON,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,19,3.71%,9 Jul 2023,16,,,ON AIR,179,EXISTING CLUSTER,3-6 BULAN,TUR <50%,493,16,"-6.2465340, 107.5804570"
JABAR-BOX.SMD.WADO.CIKAREO-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Wado_Cikareo,CIREBON,KAB. SUMEDANG,KEC. WADO,CIKAREO,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,62,12.11%,2 Aug 2023,16,,,ON AIR,155,EXISTING CLUSTER,3-6 BULAN,TUR <50%,450,16,"-6.9635700, 108.0949400"
JABAR-BOX.CRBN.DEPOK-FH.AN6001.G16-OLT-01,CB3_RJBB_Cirebon_Depok_Depok,CIREBON,KAB. CIREBON,KEC. DEPOK,DEPOK,UP3 CIREBON,ULP SUMBER,CB 3,INDOOR,HUAWEI,MINI,512,0,512,60,11.72%,15 Aug 2023,16,,,ON AIR,142,EXISTING CLUSTER,3-6 BULAN,TUR <50%,452,16,"-6.7591620, 108.4801990"
JABAR-BOX.SMD.TJGSARI.KUTAMANDIRI-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Tanjungsari_Kutamandiri,CIREBON,KAB. SUMEDANG,KEC. TANJUNGSARI,KUTAMANDIRI,UP3 SUMEDANG,ULP TANJUNGSARI,CB 3,INDOOR,HUAWEI,MINI,512,0,512,86,16.80%,8 Aug 2023,16,,,ON AIR,149,EXISTING CLUSTER,3-6 BULAN,TUR <50%,426,16,"-6.9133790, 107.7868520"
JABAR-MINIPOP.TSK.SINGAPARNA.9314-HW.MA5801-OLT-01,TK 4_RJBB_Tasikmalaya_Singaparna_9314,TASIKMALAYA,KAB. TASIKMALAYA,KEC. SINGAPARNA,CIPAKAT,UP3 TASIKMALAYA,ULP SINGAPARNA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,73,14.26%,16 Aug 2023,16,,,ON AIR,141,EXISTING CLUSTER,3-6 BULAN,TUR <50%,439,16,"-7.3540700, 108.1230700"
JABAR-MINIPOP.CJR.WRGKNDNG.1858-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Warungkondang_1858,BANDUNG,KAB. CIANJUR,KEC. WARUNGKONDANG,CIKAROYA,UP3 CIANJUR,ULP CIANJUR KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,174,33.98%,13 Aug 2023,16,,,ON AIR,144,EXISTING CLUSTER,3-6 BULAN,TUR <50%,338,16,"-6.8798909, 107.1109238"
JABAR-ODC.CRB.TALUN.115-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Talun_115,CIREBON,KAB. CIREBON,KEC. TALUN,CIREBON GIRANG,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,18,3.52%,20 Jul 2023,16,,,ON AIR,168,EXISTING CLUSTER,3-6 BULAN,TUR <50%,494,16,"-6.7587210, 108.5172840"
JABAR-BOX.GRT.CIWALEN.HW.MA5801-OLT-01,CB3_RJBB_Garut_Kantor Kelurahan Ciwalen,TASIKMALAYA,KAB. GARUT,KEC. GARUT KOTA,CILAWU,UP3 GARUT,ULP GARUT KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,89,17.38%,13 Apr 2023,16,,,ON AIR,266,EXISTING CLUSTER,6-12 BULAN,TUR <50%,423,16,"-7.2679210, 107.9129880"
JABAR-ODC.GRT.SUKAWENING.2465-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Sukawening_2465,TASIKMALAYA,KAB. GARUT,KEC. SUKAWENING,PASANGGRAHAN,UP3 GARUT,ULP GARUT KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,150,29.30%,3 Jul 2023,16,,,ON AIR,185,EXISTING CLUSTER,6-12 BULAN,TUR <50%,362,16,"-7.1633590, 108.0085810"
JABAR-ODC.BDG.NAGREG.3591-HW.MA5801-OLT-01,TK 4_RJBB_Bandung_Nagreg_3591,BANDUNG,KAB. BANDUNG,KEC. NAGREG,BOJONG,UP3 MAJALAYA,ULP RANCAEKEK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,75,14.65%,7 Jun 2023,16,,,ON AIR,211,EXISTING CLUSTER,6-12 BULAN,TUR <50%,437,16,"-7.0260080, 107.8683820"
JABAR-MINIPOP.CJR.SUKATANI.72-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Sukatani_72,BANDUNG,KAB. CIANJUR,KEC. HAURWANGI,SUKATANI,UP3 CIANJUR,ULP MANDE,TK 4,INDOOR,HUAWEI,MINI,512,0,512,11,2.15%,18 Jul 2023,16,,,ON AIR,170,EXISTING CLUSTER,3-6 BULAN,TUR <50%,501,16,"-6.8387000, 107.3090470"
JABAR-ODC.SNG.CIBOGO.2666-HW.MA5801-OLT-01,TK 4_RJBB_Subang_Cibogo_2666,BANDUNG,KAB. SUBANG,KEC. CIBOGO,BELENDUNG,UP3 PURWAKARTA,ULP SUBANG,TK 4,INDOOR,HUAWEI,MINI,512,0,504,54,10.71%,15 Jul 2023,16,,,ON AIR,173,EXISTING CLUSTER,3-6 BULAN,TUR <50%,450,16,"-6.5438771, 107.7915955"
JABAR-MIKROPOP.GRT.MUARASANDING-HW.MA5801-OLT-01,CB2_RJBB_Garut Kota_Muara Sanding,TASIKMALAYA,KAB. GARUT,KEC. GARUT KOTA,MUARA SANDING,UP3 GARUT,ULP GARUT KOTA,CB 2,INDOOR,HUAWEI,MINI,512,0,512,47,9.18%,31 Mar 2023,16,,,ON AIR,279,EXISTING CLUSTER,6-12 BULAN,TUR <50%,465,16,"-7.2280200, 107.9009900"
JABAR-BOX.SMD.TJM.CIKARAMAS-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Tanjungmedar_Cikaramas,CIREBON,KAB. SUMEDANG,KEC. TANJUNGMEDAR,CIKARAMAS,UP3 SUMEDANG,ULP TANJUNGSARI,CB 3,INDOOR,HUAWEI,MINI,512,0,512,28,5.47%,28 Aug 2023,16,,,ON AIR,129,EXISTING CLUSTER,3-6 BULAN,TUR <50%,484,16,"-6.7641420, 107.8420510"
JABAR-BOX.GRT.CIKENDI-HW.MA5801-OLT-01,CB3_RJBB_Garut_Cikendi,TASIKMALAYA,KAB. GARUT,KEC. TAROGONG KALER,SIRNAJAYA,UP3 GARUT,ULP GARUT KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,43,8.40%,9 May 2023,16,,,ON AIR,240,EXISTING CLUSTER,6-12 BULAN,TUR <50%,469,16,"-7.1985110, 107.8543500"
JABAR-BOX.CRBN.PABUARANWTN-FH.AN6001.G16-OLT-01,CB3_RJBB_Cirebon_Pabuaran_Pabuaran Wetan,CIREBON,KAB. CIREBON,KEC. PABUARAN,PABUARAN WETAN,UP3 CIREBON,ULP SUMBER,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,37,7.23%,9 Aug 2023,16,,,ON AIR,148,EXISTING CLUSTER,3-6 BULAN,TUR <50%,475,16,"-6.9049940, 108.7254060"
JABAR-MINIPOP.SMD.JATIGEDE.6574-HW.MA5801-OLT-01,TK 4_RJBB_Sumedang_Jatigede_6574,CIREBON,KAB. SUMEDANG,KEC. JATIGEDE,KADUJAYA,UP3 SUMEDANG,ULP SUMEDANG KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,48,9.38%,14 Apr 2023,16,,,ON AIR,265,EXISTING CLUSTER,6-12 BULAN,TUR <50%,464,16,"-6.8424660, 108.1055260"
JABAR-ODC.KRW.JAYAKERTA.2986-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Jayakerta_2986,BANDUNG,KAB. KARAWANG,KEC. JAYAKERTA,KERTAJAYA,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,14,2.73%,15 Aug 2023,16,,,ON AIR,142,EXISTING CLUSTER,3-6 BULAN,TUR <50%,498,16,"-6.0860410, 107.3045300"
JABAR-BOX.SMD.CISITU.SUNDAMEKAR-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Cisitu_Sundamekar,CIREBON,KAB. SUMEDANG,KEC. CISITU,LINGGAJAYA,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,47,9.18%,21 Aug 2023,16,,,ON AIR,136,EXISTING CLUSTER,3-6 BULAN,TUR <50%,465,16,"-6.8751970, 108.0345810"
JABAR-ODC.TSM.CIHAURBEUTI-HW.MA5801-OLT-01,TK 4_RJBB_Tasikmalaya_Cihaurbeuti,TASIKMALAYA,KAB. CIAMIS,KEC. CIHAURBEUTI,CIHAURBEUTI,UP3 TASIKMALAYA,ULP CIAMIS,TK 4,INDOOR,HUAWEI,MINI,512,0,512,91,17.77%,3 Aug 2023,16,,,ON AIR,154,EXISTING CLUSTER,3-6 BULAN,TUR <50%,421,16,"-7.2240420, 108.2000670"
JABAR-BOX.CJR.KARANG.TENGAH-FH.AN6001.G16-OLT-01,CB3_RJBB_Cianjur_Nagrak_Karang Tengah,BANDUNG,KAB. CIANJUR,KEC. CIANJUR,NAGRAK,UP3 CIANJUR,ULP MANDE,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,28,5.47%,9 Aug 2023,16,,,ON AIR,148,EXISTING CLUSTER,3-6 BULAN,TUR <50%,484,16,"-6.8372610, 107.1155060"
JABAR-BOX.KALIBUNDER.SUKALUYU-FH.AN6001.G16-OLT-01,CB3_RJBB_Sukabumi_Kalibunder_Sukaluyu,BANDUNG,KAB. SUKABUMI,KEC. KALIBUNDER,KALIBUNDER,UP3 SUKABUMI,ULP PELABUHAN RATU,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,84,16.41%,4 Sep 2023,16,,,ON AIR,122,EXISTING CLUSTER,3-6 BULAN,TUR <50%,428,16,"-7.2629900, 106.7220600"
JABAR-BOX.SUKABUMI.CIBITUNG-HW.MA5801-OLT-01,CB3_RJBB_Sukabumi_Cibitung_Cibitung,BANDUNG,KAB. SUKABUMI,KEC. CIBITUNG,CIBITUNG,UP3 SUKABUMI,ULP PELABUHAN RATU,CB 3,INDOOR,HUAWEI,MINI,512,0,512,97,18.95%,6 Sep 2023,16,,,ON AIR,120,EXISTING CLUSTER,3-6 BULAN,TUR <50%,415,16,"-7.3390000, 106.6197600"
JABAR-BOX.KNGN.PURWAWINANGUN-FH.AN6001.G16-OLT-01,CB3_RJBB_Kuningan_Kuningan_Purwawinangun,CIREBON,KAB. KUNINGAN,KEC. KUNINGAN,PURWAWINANGUN,UP3 CIREBON,ULP KUNINGAN,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,11,2.15%,9 Aug 2023,16,,,ON AIR,148,EXISTING CLUSTER,3-6 BULAN,TUR <50%,501,16,"-6.9678120, 108.4831850"
JABAR-ODC.SNG.CIBOGO.2260-HW.MA5801-OLT-01,TK 4_RJBB_Subang_Cibogo_2260,BANDUNG,KAB. SUBANG,KEC. CIBOGO,CIBOGO,UP3 PURWAKARTA,ULP SUBANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,65,12.70%,29 Aug 2023,16,,,ON AIR,128,EXISTING CLUSTER,3-6 BULAN,TUR <50%,447,16,"-6.5558497, 107.8180970"
JABAR-BOX.SMD.CINANJUNG-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Tanjungsari_Cinanjung,CIREBON,KAB. SUMEDANG,KEC. TANJUNGSARI,CINANJUNG,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,68,13.28%,31 May 2023,16,,,ON AIR,218,EXISTING CLUSTER,6-12 BULAN,TUR <50%,444,16,"-6.9173608, 107.7947417"
JABAR-MIKROPOP.GARUT.SAMARANG-HW.MA5801-OLT-01,CB3_RJBB_Garut_Kecamatan Samarang,TASIKMALAYA,KAB. GARUT,KEC. TAROGONG KIDUL,SUKAGALIH,UP3 GARUT,ULP GARUT KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,80,15.63%,13 Jul 2023,16,,,ON AIR,175,EXISTING CLUSTER,3-6 BULAN,TUR <50%,432,16,"-7.1949460, 107.8858520"
JABAR-ODC.SKBM.CIDAHU.5273-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Cidahu_5273,BANDUNG,KAB. SUKABUMI,KEC. CIDAHU,PONDOKASO TONGGOH,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,65,12.70%,14 Aug 2023,16,,,ON AIR,143,EXISTING CLUSTER,3-6 BULAN,TUR <50%,447,16,"-6.7989920, 106.7584570"
JABAR-ODC.CRB.PANGENAN.5859-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Pangenan_5859,CIREBON,KAB. CIREBON,KEC. PANGENAN,PANGARENGAN,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,496,98,19.76%,22 Aug 2023,16,,,ON AIR,135,EXISTING CLUSTER,3-6 BULAN,TUR <50%,398,16,"-6.7901830, 108.6495300"
JABAR-ODC.KRW.KLARI.4405-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Klari_4405,BANDUNG,KAB. KARAWANG,KEC. KLARI,DUREN,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,9,1.76%,24 Jul 2023,16,,,ON AIR,164,EXISTING CLUSTER,3-6 BULAN,TUR <50%,503,16,"-6.3667200, 107.3793620"
JABAR-ODC.CRB.CIKANCAS-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Cikancas,CIREBON,KAB. CIREBON,KEC. GREGED,KAMARANG,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,62,12.11%,3 Aug 2023,16,,,ON AIR,154,EXISTING CLUSTER,3-6 BULAN,TUR <50%,450,16,"-6.8467370, 108.5456170"
JABAR-ODC.GEBANGJAYA.001-HW.MA5801-OLT-01,TK 4_RJBB_Gebangjaya_New_001,BANDUNG,KAB. KARAWANG,KEC. CIBUAYA,CIBUAYA,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,46,8.98%,7 Sep 2023,16,,,ON AIR,119,EXISTING CLUSTER,3-6 BULAN,TUR <50%,466,16,"-6.0796700, 107.3393370"
JABAR-MINIPOP.CIREBON.LOSARI.2525-HW.MA5801-OLT-01,TK 4_RJBB_Cirebon_Losari_2525,CIREBON,KAB. CIREBON,KEC. LOSARI,KALIRAHAYU,UP3 CIREBON,ULP SUMBER,TK 4,INDOOR,HUAWEI,MINI,512,0,512,23,4.49%,18 Aug 2023,16,,,ON AIR,139,EXISTING CLUSTER,3-6 BULAN,TUR <50%,489,16,"-6.8298228, 108.8170650"
JABAR-ODC.TSM.MANGKUBUMI.5612-HW.MA5801-OLT-01,TK 4_RJBB_Kota Tasikmalaya_Mangkubumi_5612,TASIKMALAYA,KOTA TASIKMALAYA,KEC. MANGKUBUMI,CIPARI,UP3 TASIKMALAYA,ULP TASIKMALAYA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,36,7.03%,25 Jul 2023,16,,,ON AIR,163,EXISTING CLUSTER,3-6 BULAN,TUR <50%,476,16,"-7.3457200, 108.1841330"
JABAR-MINIPOP.GARUT.CISEWU.1948-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Cisewu_1948,TASIKMALAYA,KAB. GARUT,KEC. CISEWU,CISEWU,UP3 GARUT,ULP GARUT KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,138,26.95%,3 Aug 2023,16,,,ON AIR,154,EXISTING CLUSTER,3-6 BULAN,TUR <50%,374,16,"-7.3774252, 107.5010529"
JABAR-BOX.SMD.SELATANREGOL.WETAN-HW.MA5801-OLT-01,CB3_RJBB_Sumedang_Selatan_Regol Wetan,CIREBON,KAB. SUMEDANG,KEC. PASEH,HAURKUNING,UP3 SUMEDANG,ULP SUMEDANG KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,67,13.09%,15 Jun 2023,16,,,ON AIR,203,EXISTING CLUSTER,6-12 BULAN,TUR <50%,445,16,"-6.8155433, 107.9999344"
JABAR-ODC.GRT.LELES.LELES-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Leles_Leles,TASIKMALAYA,KAB. GARUT,KEC. LELES,MARGALUYU,UP3 GARUT,ULP GARUT KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,76,14.84%,18 Jul 2023,16,,,ON AIR,170,EXISTING CLUSTER,3-6 BULAN,TUR <50%,436,16,"-7.1161740, 107.9121170"
JABAR-BOX.CRBN.PABEDILANKDL-FH.AN6001.G16-OLT-01,CB3_RJBB_Cirebon_Pabedilan_Pabedilan Kidul,CIREBON,KAB. CIREBON,KEC. BABAKAN,PABEDILAN KIDUL,UP3 CIREBON,ULP SUMBER,CB 3,INDOOR,FIBERHOME,MINI,512,0,512,40,7.81%,11 Aug 2023,16,,,ON AIR,146,EXISTING CLUSTER,3-6 BULAN,TUR <50%,472,16,"-6.8572700, 108.7172700"
JABAR-BOX.GRT.GORDAH-HW.MA5801-OLT-01,CB3_RJBB_Garut_Gordah,TASIKMALAYA,KAB. GARUT,KEC. TAROGONG KIDUL,GORDAH,UP3 GARUT,ULP GARUT KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,36,7.03%,9 Aug 2023,16,,,ON AIR,148,EXISTING CLUSTER,3-6 BULAN,TUR <50%,476,16,"-7.2095191, 107.8908700"
JABAR-BOX.CRBN.KESEPUHAN-HW.MA5801-OLT-01,CB3_RJBB_Cirebon_Lemahwungkuk_Kesepuhan,CIREBON,KOTA CIREBON,KEC. LEMAHWUNGKUK,KESEPUHAN,UP3 CIREBON,ULP CIREBON KOTA,CB 3,INDOOR,HUAWEI,MINI,512,0,512,42,8.20%,4 Aug 2023,16,,,ON AIR,153,EXISTING CLUSTER,3-6 BULAN,TUR <50%,470,16,"-6.7256700, 108.5739630"
JABAR-MINIPOP.GRT.PAKENJENG.7694-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Pakenjeng_7694,TASIKMALAYA,KAB. GARUT,KEC. PAKENJENG,JATIWANGI,UP3 GARUT,ULP GARUT KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,90,17.58%,23 Aug 2023,16,,,ON AIR,134,EXISTING CLUSTER,3-6 BULAN,TUR <50%,422,16,"-7.4652830, 107.6717170"
JABAR-ODC.GRT.LEUWIGOONG.2848-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Leuwigoong_2848,TASIKMALAYA,KAB. GARUT,KEC. LEUWIGOONG,TAMBAKSARI,UP3 GARUT,ULP GARUT KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,173,33.79%,8 Aug 2023,16,,,ON AIR,149,EXISTING CLUSTER,3-6 BULAN,TUR <50%,339,16,"-7.1075630, 107.9410940"
JABAR-MINIPOP.BANDUNG.PACET.2133-HW.MA5801-OLT-01,TK 4_RJBB_Bandung_Pacet_2133,BANDUNG,KAB. BANDUNG,KEC. PACET,MARUYUNG,UP3 MAJALAYA,ULP BALEENDAH,TK 4,INDOOR,HUAWEI,MINI,512,0,512,60,11.72%,3 Aug 2023,16,,,ON AIR,154,EXISTING CLUSTER,3-6 BULAN,TUR <50%,452,16,"-7.1085286, 107.7032776"
JABAR-ODC.CJR.MANDECIANDAM-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Mande_Ciandam,BANDUNG,KAB. CIANJUR,KEC. MANDE,CIANDAM,UP3 CIANJUR,ULP CIANJUR KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,76,14.84%,22 Aug 2023,16,,,ON AIR,135,EXISTING CLUSTER,3-6 BULAN,TUR <50%,436,16,"-6.7514600, 107.1963920"
JABAR-ODC.SBG.CIASEM.7357-HW.MA5801-OLT-01,TK 4_RJBB_Subang_Ciasem_7357,BANDUNG,KAB. SUBANG,KEC. CIASEM,CIASEM,UP3 PURWAKARTA,ULP SUBANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,14,2.73%,6 Sep 2023,16,,,ON AIR,120,EXISTING CLUSTER,3-6 BULAN,TUR <50%,498,16,"-6.3260330, 107.6966510"
JABAR-ODC.CJR.GEKBRONG.8769-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Gekbrong_8769,BANDUNG,KAB. CIANJUR,KEC. GEKBRONG,GEKBRONG,UP3 CIANJUR,ULP CIANJUR KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,74,14.45%,21 Aug 2023,16,,,ON AIR,136,EXISTING CLUSTER,3-6 BULAN,TUR <50%,438,16,"-6.8674220, 107.0424650"
JABAR-ODC.KRW.TLKJMBE.BRT.8153-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Telukjambe Barat_8153,BANDUNG,KAB. KARAWANG,KEC. TELUKJAMBE BARAT,PARUNGSARI,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,39,7.62%,28 Aug 2023,16,,,ON AIR,129,EXISTING CLUSTER,3-6 BULAN,TUR <50%,473,16,"-6.2996840, 107.2490000"
JABAR-ODC.KRW.RENGASDENGKLOK.6487-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Rengasdengklok_6487,BANDUNG,KAB. KARAWANG,KEC. RENGASDENGKLOK,RENGASDENGKLOK SELATAN,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,30,5.86%,31 Aug 2023,16,,,ON AIR,126,EXISTING CLUSTER,3-6 BULAN,TUR <50%,482,16,"-6.1578259, 107.2937241"
JABAR-ODC.KRW.KARAWANGTIMUR.4967-HW.MA5801-OLT-01,TK 4_RJBB_Karawang_Karawang Timur_4967,BANDUNG,KAB. KARAWANG,KEC. KARAWANG TIMUR,KONDANGJAYA,UP3 KARAWANG,ULP RENGASDENGKLOK,TK 4,INDOOR,HUAWEI,MINI,512,0,512,3,0.59%,6 Sep 2023,16,,,ON AIR,120,EXISTING CLUSTER,3-6 BULAN,TUR <50%,509,16,"-6.3401860, 107.3444440"
JABAR-ODC.SBM.GUNUNGGURUH.8541-HW.MA5801-OLT-01,TK 4_RJBB_Sukabumi_Gunungguruh_8541,BANDUNG,KAB. SUKABUMI,KEC. GUNUNG GURUH,CIBOLANG,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 4,INDOOR,HUAWEI,MINI,512,0,512,37,7.23%,19 Sep 2023,16,,,ON AIR,107,EXISTING CLUSTER,3-6 BULAN,TUR <50%,475,16,"-6.9344101, 106.8755417"
JABAR-ODC.PWK.PURWAKARTA.10406-HW.MA5801-OLT-01,TK 4_RJBB_Purwakarta_Purwakarta_10406,BANDUNG,KAB. PURWAKARTA,KEC. BABAKAN CIKAO,CIWARENG,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,5,0.98%,9 Sep 2023,16,,,ON AIR,117,EXISTING CLUSTER,3-6 BULAN,TUR <50%,507,16,"-6.5289893, 107.4396667"
JABAR-ODC.CJR.SUKALUYU.2798-HW.MA5801-OLT-01,TK 4_RJBB_Cianjur_Sukaluyu_2798,BANDUNG,KAB. CIANJUR,KEC. SUKALUYU,SUKASIRNA,UP3 CIANJUR,ULP CIANJUR KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,52,10.16%,25 Aug 2023,16,,,ON AIR,132,EXISTING CLUSTER,3-6 BULAN,TUR <50%,460,16,"-6.8020771, 107.2289648"
JABAR-ODC.SBG.LEGONKULON.10568-HW.MA5801-OLT-01,TK 4_RJBB_Subang_Legonkulon_10568,BANDUNG,KAB. SUBANG,KEC. LEGON KULON,LEGON KULON,UP3 PURWAKARTA,ULP SUBANG,TK 4,INDOOR,HUAWEI,MINI,512,0,512,1,0.20%,4 Sep 2023,16,,,ON AIR,122,EXISTING CLUSTER,3-6 BULAN,TUR <50%,511,16,"-6.2420830, 107.8069680"
JABAR-ODC.GRT.CIBALONG.2209-HW.MA5801-OLT-01,TK 4_RJBB_Garut_Cibalong_2209,TASIKMALAYA,KAB. GARUT,KEC. CIBALONG,CIBOLANG,UP3 GARUT,ULP GARUT KOTA,TK 4,INDOOR,HUAWEI,MINI,512,0,512,25,4.88%,3 Aug 2023,16,,,ON AIR,154,EXISTING CLUSTER,3-6 BULAN,TUR <50%,487,16,"-7.6791560, 107.8039320"
